time,event,entry,pHCl,pH2SO4,HNO3
25.40,0.00,0.00,0.92,1.73,0.24
34.00,0.00,4.00,0.36,1.66,0.32
50.50,1.00,42.00,0.51,1.75,0.37
69.00,1.00,58.00,0.86,1.57,0.16
66.00,0.00,36.00,0.32,1.59,0.28
30.00,0.00,0.00,0.69,1.61,0.28
47.00,0.00,17.00,0.66,1.56,0.21
90.00,0.00,60.00,0.62,1.76,0.33
58.00,0.00,28.00,0.34,1.59,0.27
29.30,1.00,10.00,0.96,1.76,0.21
37.00,0.00,7.00,0.52,1.55,0.19
82.00,0.00,52.00,0.53,1.65,0.30
1.50,0.00,0.00,0.41,1.62,0.24
44.00,0.00,14.00,0.45,1.65,0.26
107.00,0.00,77.00,0.38,1.61,0.25
19.90,0.00,0.00,0.88,1.60,0.17
35.90,1.00,29.00,0.40,1.68,0.29
11.20,0.00,0.00,0.87,1.81,0.49
65.00,0.00,35.00,0.34,1.62,0.29
44.30,1.00,39.00,0.63,1.54,0.20
30.00,0.00,0.00,0.64,1.67,0.23
31.00,0.00,1.00,0.37,1.66,0.30
47.00,0.00,17.00,0.58,1.53,0.19
14.40,0.00,0.00,0.59,1.51,0.16
6.50,1.00,0.00,0.76,1.62,0.21
46.00,0.00,16.00,0.37,1.55,0.28
63.00,0.00,33.00,0.45,1.69,0.26
66.00,0.00,36.00,0.55,1.81,0.27
28.50,1.00,20.00,1.04,1.86,0.54
88.20,1.00,76.00,0.47,1.65,0.27
44.00,0.00,14.00,0.56,1.68,0.25
8.20,1.00,0.00,0.77,1.78,0.44
52.50,1.00,35.00,0.35,1.64,0.31
45.00,1.00,24.00,0.49,1.70,0.29
87.00,0.00,57.00,0.44,1.69,0.25
70.00,0.00,40.00,0.39,1.64,0.25
65.00,0.00,35.00,0.90,1.73,0.20
15.70,0.00,0.00,0.86,1.69,0.19
87.70,1.00,67.00,0.59,1.70,0.27
44.00,0.00,14.00,0.43,1.63,0.26
3.90,0.00,0.00,0.53,1.57,0.18
91.00,0.00,61.00,0.39,1.68,0.28
38.00,0.00,8.00,0.53,1.55,0.18
4.80,0.00,0.00,0.41,1.56,0.25
45.00,0.00,15.00,0.61,1.52,0.17
86.00,0.00,56.00,0.60,1.69,0.23
41.00,0.00,11.00,0.79,1.54,0.18
71.00,0.00,41.00,0.37,1.60,0.25
60.00,0.00,30.00,0.43,1.67,0.24
61.00,0.00,31.00,0.43,1.73,0.27
44.00,0.00,14.00,0.53,1.59,0.18
83.00,0.00,53.00,0.82,1.68,0.23
24.60,0.00,0.00,0.49,1.64,0.28
77.60,1.00,62.00,0.41,1.71,0.27
30.00,0.00,0.00,0.45,1.63,0.25
21.90,0.00,0.00,0.37,1.71,0.34
50.00,0.00,20.00,0.56,1.60,0.22
70.00,1.00,49.00,0.61,1.52,0.18
51.00,0.00,21.00,0.60,1.59,0.23
35.00,0.00,5.00,0.57,1.64,0.25
101.00,0.00,71.00,0.64,1.57,0.20
6.10,1.00,0.00,0.32,1.60,0.31
63.30,1.00,55.00,0.47,1.55,0.27
20.50,0.00,0.00,0.70,1.52,0.15
69.00,0.00,39.00,0.61,1.55,0.21
31.70,1.00,10.00,0.36,1.57,0.23
66.00,0.00,36.00,0.42,1.85,0.40
59.10,1.00,44.00,0.38,1.66,0.29
72.00,0.00,42.00,0.43,1.71,0.27
58.00,0.00,28.00,0.69,1.73,0.35
43.00,0.00,13.00,0.36,1.66,0.29
48.00,0.00,18.00,0.54,1.53,0.17
48.00,0.00,18.00,0.66,1.50,0.16
79.40,1.00,68.00,0.51,1.83,0.29
74.00,0.00,44.00,0.53,1.76,0.27
58.20,1.00,58.00,0.85,1.57,0.16
5.20,0.00,0.00,0.36,1.64,0.28
42.50,1.00,20.00,0.96,1.84,0.52
92.00,0.00,62.00,0.67,1.52,0.19
47.00,0.00,17.00,0.53,1.73,0.24
83.00,0.00,53.00,0.43,1.70,0.26
50.00,0.00,20.00,0.40,1.57,0.27
63.00,0.00,33.00,0.32,1.66,0.28
52.00,0.00,22.00,0.42,1.67,0.25
4.30,0.00,0.00,0.38,1.66,0.28
23.80,0.00,0.00,0.34,1.62,0.32
63.00,0.00,33.00,0.60,1.58,0.23
30.00,0.00,0.00,0.52,1.70,0.28
61.00,0.00,31.00,0.34,1.60,0.27
2.10,0.00,0.00,0.58,1.66,0.23
9.20,1.00,0.00,0.94,1.63,0.17
39.00,0.00,9.00,0.37,1.66,0.30
43.00,0.00,13.00,0.38,1.68,0.28
66.00,0.00,36.00,0.46,1.67,0.25
41.00,0.00,11.00,0.46,1.67,0.26
30.00,0.00,0.00,0.36,1.65,0.32
6.20,0.00,0.00,0.57,1.68,0.34
69.00,0.00,39.00,0.60,1.57,0.20
45.00,0.00,15.00,0.62,1.53,0.16
30.00,0.00,0.00,0.46,1.54,0.27
49.00,0.00,19.00,0.79,1.73,0.25
85.00,0.00,55.00,0.52,1.71,0.31
83.00,0.00,53.00,0.40,1.67,0.26
64.50,1.00,59.00,0.58,1.57,0.26
74.00,0.00,44.00,0.35,1.59,0.27
92.00,0.00,62.00,0.39,1.67,0.29
36.30,1.00,10.00,0.96,1.67,0.20
27.80,0.00,0.00,0.71,1.68,0.22
59.00,0.00,29.00,0.41,1.67,0.25
30.00,0.00,0.00,0.92,1.73,0.24
88.00,0.00,58.00,0.54,1.85,0.28
16.70,0.00,0.00,0.72,1.59,0.25
51.00,0.00,21.00,0.63,1.54,0.16
72.00,0.00,42.00,0.56,1.71,0.24
48.00,0.00,18.00,0.44,1.61,0.25
30.00,0.00,0.00,0.71,1.77,0.37
34.50,1.00,13.00,0.75,1.73,0.23
1.10,1.00,0.00,0.87,1.70,0.19
50.00,0.00,20.00,1.01,1.77,0.21
86.00,0.00,56.00,0.36,1.67,0.31
69.00,0.00,39.00,0.45,1.66,0.28
4.10,0.00,0.00,0.87,1.72,0.23
31.00,0.00,1.00,0.41,1.68,0.26
82.00,0.00,52.00,0.47,1.66,0.25
90.00,0.00,60.00,0.57,1.72,0.31
50.00,0.00,20.00,0.70,1.52,0.15
70.00,0.00,40.00,0.38,1.59,0.24
59.00,0.00,29.00,0.41,1.68,0.26
72.00,0.00,42.00,0.55,1.69,0.23
58.00,0.00,28.00,0.35,1.55,0.28
69.00,0.00,39.00,0.61,1.55,0.21
5.80,0.00,0.00,0.65,1.74,0.34
30.00,0.00,0.00,0.50,1.83,0.28
37.80,1.00,21.00,0.80,1.59,0.16
69.00,0.00,39.00,0.48,1.69,0.29
30.00,0.00,0.00,0.73,1.59,0.20
49.10,1.00,21.00,0.90,1.59,0.18
48.10,1.00,30.00,0.58,1.58,0.22
45.00,0.00,15.00,0.54,1.69,0.23
3.10,0.00,0.00,0.48,1.55,0.26
39.00,0.00,9.00,0.37,1.66,0.30
88.00,0.00,58.00,0.62,1.74,0.24
13.70,1.00,0.00,0.93,1.70,0.24
50.50,1.00,43.00,0.38,1.67,0.28
59.00,0.00,29.00,0.36,1.61,0.25
11.30,0.00,0.00,0.73,1.72,0.25
43.00,0.00,13.00,0.65,1.73,0.39
50.00,0.00,20.00,0.48,1.66,0.24
30.00,0.00,0.00,0.34,1.62,0.30
77.40,1.00,71.00,0.40,1.61,0.24
59.00,1.00,42.00,0.50,1.78,0.39
48.70,1.00,33.00,0.97,1.60,0.22
80.00,0.00,50.00,0.59,1.58,0.21
4.80,0.00,0.00,0.34,1.55,0.27
70.60,1.00,43.00,0.61,1.68,0.23
30.00,0.00,0.00,0.93,1.70,0.25
41.00,0.00,11.00,0.46,1.68,0.26
5.70,0.00,0.00,0.83,1.80,0.48
53.00,0.00,23.00,0.30,1.55,0.29
38.00,0.00,8.00,0.37,1.67,0.30
6.20,0.00,0.00,0.75,1.68,0.23
69.00,0.00,39.00,0.44,1.71,0.28
60.60,1.00,31.00,0.72,1.52,0.18
30.00,0.00,0.00,0.47,1.55,0.25
30.00,0.00,0.00,0.56,1.51,0.16
58.00,0.00,28.00,0.35,1.55,0.28
30.00,0.00,0.00,0.40,1.69,0.28
30.00,0.00,0.00,0.50,1.81,0.28
108.00,0.00,78.00,0.56,1.67,0.33
65.00,0.00,35.00,0.34,1.63,0.28
54.20,1.00,52.00,0.51,1.63,0.30
16.60,0.00,0.00,0.36,1.65,0.31
45.00,0.00,15.00,1.05,1.62,0.17
30.00,0.00,0.00,0.85,1.70,0.23
23.90,0.00,0.00,0.47,1.67,0.26
34.80,1.00,18.00,0.67,1.50,0.16
8.80,0.00,0.00,0.83,1.80,0.39
13.20,0.00,0.00,0.62,1.55,0.21
30.00,0.00,0.00,0.32,1.60,0.31
47.00,0.00,17.00,0.70,1.58,0.21
72.00,0.00,42.00,0.37,1.65,0.29
59.00,0.00,29.00,0.48,1.64,0.24
30.00,0.00,0.00,0.83,1.67,0.25
3.30,0.00,0.00,0.49,1.68,0.25
23.70,0.00,0.00,0.71,1.69,0.22
71.20,1.00,53.00,0.65,1.80,0.25
47.00,0.00,17.00,0.38,1.67,0.29
58.00,0.00,28.00,0.33,1.56,0.27
59.00,0.00,29.00,0.36,1.62,0.26
66.00,0.00,36.00,0.44,1.73,0.34
67.00,0.00,37.00,1.02,1.77,0.21
44.00,0.00,14.00,0.64,1.55,0.22
44.00,0.00,14.00,0.51,1.60,0.21
8.00,0.00,0.00,1.04,1.61,0.18
16.70,0.00,0.00,0.40,1.69,0.28
59.00,0.00,29.00,0.62,1.76,0.25
45.00,0.00,15.00,0.51,1.66,0.24
15.10,0.00,0.00,0.42,1.67,0.26
0.20,0.00,0.00,0.41,1.68,0.26
46.90,1.00,28.00,0.67,1.74,0.34
11.50,1.00,0.00,0.88,1.72,0.20
21.60,0.00,0.00,0.65,1.63,0.24
54.00,0.00,24.00,0.56,1.56,0.18
15.80,0.00,0.00,0.48,1.64,0.24
78.00,0.00,48.00,0.44,1.70,0.27
88.00,0.00,58.00,0.42,1.66,0.25
44.90,1.00,33.00,0.57,1.66,0.24
17.30,0.00,0.00,0.62,1.62,0.23
50.00,0.00,20.00,0.88,1.82,0.49
11.90,1.00,10.00,0.78,1.80,0.49
28.00,0.00,0.00,1.18,1.76,0.22
101.00,0.00,71.00,0.38,1.57,0.24
52.00,0.00,22.00,0.82,1.77,0.25
30.00,0.00,0.00,0.76,1.59,0.16
17.40,0.00,0.00,0.82,1.62,0.18
60.50,1.00,31.00,0.56,1.55,0.18
63.50,1.00,39.00,1.02,1.78,0.26
42.10,1.00,20.00,1.00,1.77,0.21
10.10,0.00,0.00,1.02,1.77,0.21
70.00,0.00,40.00,0.49,1.69,0.24
7.30,0.00,0.00,0.47,1.68,0.29
63.00,0.00,33.00,0.32,1.65,0.28
65.00,0.00,35.00,0.35,1.65,0.28
9.30,0.00,0.00,0.61,1.55,0.21
90.00,0.00,60.00,0.37,1.65,0.29
86.00,0.00,56.00,0.52,1.77,0.28
50.00,0.00,20.00,0.58,1.69,0.26
34.00,0.00,4.00,0.61,1.53,0.16
48.00,0.00,18.00,0.64,1.49,0.16
22.50,0.00,0.00,0.61,1.52,0.18
69.00,0.00,39.00,0.47,1.67,0.24
24.30,0.00,0.00,0.63,1.58,0.21
30.00,0.00,0.00,0.62,1.67,0.23
85.00,0.00,55.00,0.49,1.64,0.28
30.00,0.00,0.00,0.79,1.79,0.42
6.10,0.00,0.00,0.48,1.66,0.24
80.00,0.00,50.00,0.59,1.59,0.22
27.60,1.00,7.00,0.76,1.67,0.29
10.60,0.00,0.00,1.50,1.73,0.27
49.00,0.00,19.00,0.78,1.75,0.25
48.00,0.00,18.00,0.62,1.69,0.23
50.00,0.00,20.00,0.40,1.58,0.23
30.00,0.00,0.00,0.77,1.63,0.25
5.10,0.00,0.00,0.54,1.57,0.18
53.00,0.00,23.00,0.46,1.71,0.33
52.00,0.00,22.00,0.64,1.55,0.20
16.40,0.00,0.00,0.71,1.52,0.18
30.00,0.00,0.00,0.62,1.56,0.22
51.00,0.00,21.00,0.83,1.60,0.16
68.00,0.00,38.00,0.46,1.71,0.26
48.00,0.00,18.00,0.44,1.61,0.25
47.00,0.00,17.00,0.57,1.68,0.23
55.00,0.00,25.00,0.39,1.85,0.41
25.30,1.00,10.00,0.92,1.73,0.20
49.40,1.00,35.00,0.35,1.64,0.30
21.70,1.00,0.00,1.29,1.80,0.30
47.00,0.00,17.00,0.58,1.69,0.26
59.00,0.00,29.00,0.53,1.65,0.22
92.00,0.00,62.00,0.67,1.52,0.19
53.00,0.00,23.00,0.71,1.58,0.22
74.00,0.00,44.00,0.32,1.64,0.29
69.00,1.00,51.00,0.34,1.59,0.27
50.00,0.00,20.00,0.46,1.66,0.26
44.00,0.00,14.00,0.44,1.71,0.26
18.70,0.00,0.00,0.41,1.67,0.26
44.00,0.00,14.00,0.55,1.67,0.24
87.60,1.00,62.00,0.31,1.58,0.31
19.10,0.00,0.00,0.38,1.59,0.24
2.80,0.00,0.00,0.71,1.59,0.21
8.70,1.00,0.00,1.24,1.75,0.25
50.00,0.00,20.00,0.63,1.52,0.19
43.00,0.00,13.00,0.37,1.67,0.29
8.60,0.00,0.00,0.59,1.58,0.22
7.80,0.00,0.00,0.86,1.71,0.25
76.00,0.00,46.00,0.31,1.61,0.30
21.00,1.00,11.00,0.58,1.68,0.32
48.00,0.00,18.00,0.53,1.57,0.18
49.00,0.00,19.00,0.79,1.55,0.17
61.00,0.00,31.00,0.36,1.65,0.32
30.00,0.00,0.00,0.86,1.81,0.50
30.00,0.00,0.00,0.88,1.67,0.25
63.00,0.00,33.00,0.31,1.63,0.28
49.00,0.00,19.00,0.81,1.55,0.18
93.00,0.00,63.00,0.59,1.72,0.24
43.00,0.00,13.00,0.59,1.75,0.25
74.00,0.00,44.00,0.42,1.86,0.40
48.00,0.00,18.00,0.69,1.69,0.23
87.00,0.00,57.00,0.44,1.61,0.25
13.20,0.00,0.00,0.70,1.69,0.22
70.00,0.00,40.00,0.39,1.59,0.24
1.10,0.00,0.00,0.68,1.80,0.38
42.70,1.00,14.00,0.62,1.60,0.23
81.70,1.00,52.00,0.50,1.65,0.29
71.00,0.00,41.00,0.87,1.67,0.25
86.70,1.00,61.00,0.35,1.60,0.27
68.00,0.00,38.00,0.46,1.72,0.26
42.20,1.00,20.00,0.85,1.68,0.35
22.30,1.00,0.00,0.80,1.74,0.23
7.90,0.00,0.00,0.75,1.58,0.18
38.80,1.00,35.00,1.03,1.77,0.21
34.00,0.00,4.00,0.32,1.74,0.29
38.10,1.00,33.00,0.53,1.55,0.20
69.00,0.00,39.00,0.51,1.55,0.26
0.30,0.00,0.00,0.88,1.82,0.41
79.80,1.00,53.00,0.82,1.68,0.23
30.00,0.00,0.00,0.36,1.64,0.31
42.90,1.00,34.00,0.39,1.68,0.28
10.70,0.00,0.00,0.57,1.59,0.22
26.70,1.00,26.00,1.12,1.76,0.24
30.00,0.00,0.00,0.42,1.62,0.24
62.00,0.00,32.00,0.45,1.55,0.25
34.00,0.00,4.00,0.58,1.62,0.25
90.00,0.00,60.00,0.46,1.72,0.26
29.40,0.00,0.00,0.66,1.84,0.25
18.30,0.00,0.00,0.44,1.71,0.26
37.00,0.00,7.00,0.61,1.55,0.21
30.00,0.00,0.00,0.86,1.67,0.19
52.40,1.00,41.00,0.36,1.59,0.26
40.00,0.00,10.00,0.54,1.53,0.19
86.00,0.00,56.00,0.58,1.71,0.23
73.00,0.00,43.00,0.44,1.73,0.27
31.00,0.00,1.00,0.56,1.58,0.25
62.70,1.00,44.00,0.32,1.64,0.29
47.00,0.00,17.00,0.48,1.67,0.25
44.00,0.00,14.00,0.64,1.87,0.25
48.00,0.00,18.00,0.68,1.69,0.23
60.70,1.00,57.00,0.43,1.68,0.25
30.00,0.00,0.00,0.88,1.72,0.20
30.00,0.00,0.00,0.54,1.56,0.18
66.00,0.00,36.00,0.43,1.83,0.39
0.50,0.00,0.00,0.43,1.72,0.26
11.30,1.00,4.00,0.59,1.51,0.16
15.30,0.00,0.00,0.79,1.66,0.29
42.00,0.00,12.00,0.51,1.61,0.25
32.50,1.00,14.00,0.67,1.57,0.24
50.00,0.00,20.00,0.58,1.77,0.25
95.00,0.00,65.00,0.36,1.79,0.36
108.00,0.00,78.00,0.63,1.53,0.17
53.00,0.00,23.00,0.44,1.77,0.37
41.00,0.00,11.00,0.42,1.65,0.25
40.00,0.00,10.00,1.04,1.69,0.21
49.00,0.00,19.00,0.70,1.52,0.19
66.00,0.00,36.00,0.40,1.69,0.27
30.00,0.00,0.00,0.70,1.50,0.17
67.90,1.00,42.00,0.55,1.68,0.23
86.50,1.00,62.00,0.82,1.56,0.17
6.40,1.00,0.00,1.50,1.73,0.27
45.00,0.00,15.00,0.44,1.65,0.25
30.00,0.00,0.00,0.45,1.70,0.26
43.90,1.00,21.00,0.62,1.56,0.21
30.00,0.00,0.00,0.74,1.79,0.39
19.50,1.00,0.00,1.10,1.71,0.22
24.00,1.00,11.00,0.65,1.77,0.25
44.00,0.00,14.00,0.65,1.56,0.23
87.00,0.00,57.00,0.44,1.61,0.25
70.00,0.00,40.00,0.38,1.60,0.25
44.00,0.00,14.00,0.61,1.63,0.26
5.50,0.00,0.00,0.32,1.72,0.28
2.20,0.00,0.00,0.42,1.56,0.25
35.60,1.00,15.00,0.53,1.67,0.24
71.00,0.00,41.00,0.35,1.60,0.27
7.40,1.00,0.00,1.01,1.77,0.21
32.00,0.00,2.00,0.62,1.58,0.22
2.50,0.00,0.00,0.54,1.84,0.29
44.00,0.00,14.00,0.42,1.70,0.26
33.00,0.00,3.00,0.69,1.69,0.31
78.00,0.00,48.00,0.50,1.83,0.28
2.80,0.00,0.00,0.78,1.58,0.15
31.00,0.00,1.00,0.54,1.61,0.22
3.30,1.00,0.00,0.77,1.78,0.44
41.00,0.00,11.00,0.55,1.67,0.27
17.40,1.00,0.00,0.66,1.52,0.19
40.00,0.00,10.00,0.43,1.66,0.25
50.00,0.00,20.00,0.58,1.69,0.26
30.00,0.00,0.00,0.33,1.47,0.27
11.80,0.00,0.00,0.65,1.54,0.18
93.60,1.00,66.00,0.57,1.66,0.22
24.00,0.00,0.00,0.70,1.58,0.22
30.00,0.00,0.00,0.61,1.56,0.20
60.80,1.00,56.00,0.54,1.81,0.28
30.00,0.00,0.00,0.83,1.64,0.18
33.60,1.00,15.00,0.53,1.67,0.24
40.00,0.00,10.00,0.74,1.80,0.45
30.00,0.00,0.00,0.75,1.80,0.41
52.00,0.00,22.00,0.64,1.55,0.20
47.00,0.00,17.00,0.73,1.52,0.17
41.00,0.00,11.00,0.50,1.61,0.27
49.00,0.00,19.00,0.33,1.71,0.28
21.70,1.00,20.00,0.90,1.82,0.50
108.00,0.00,78.00,0.38,1.60,0.24
30.00,0.00,0.00,0.32,1.53,0.27
82.00,0.00,52.00,0.52,1.63,0.29
43.00,0.00,13.00,0.67,1.74,0.40
69.00,0.00,39.00,0.61,1.55,0.21
78.00,0.00,48.00,0.45,1.70,0.27
83.00,0.00,53.00,0.65,1.74,0.24
10.20,0.00,0.00,0.87,1.70,0.19
15.40,0.00,0.00,0.51,1.58,0.20
88.00,0.00,58.00,0.42,1.69,0.26
43.00,0.00,13.00,0.74,1.72,0.23
37.70,1.00,37.00,0.55,1.71,0.25
27.60,0.00,0.00,0.51,1.67,0.23
71.00,0.00,41.00,0.36,1.59,0.26
17.70,1.00,17.00,0.54,1.67,0.24
30.00,0.00,0.00,0.83,1.65,0.18
30.00,0.00,0.00,0.57,1.73,0.32
28.90,1.00,18.00,0.87,1.88,0.26
29.30,1.00,12.00,0.96,1.64,0.17
47.00,0.00,17.00,0.38,1.68,0.29
18.50,0.00,0.00,0.77,1.78,0.44
48.40,1.00,39.00,0.45,1.66,0.28
101.00,0.00,71.00,0.37,1.56,0.24
81.00,0.00,51.00,0.32,1.63,0.31
30.00,0.00,0.00,0.39,1.66,0.27
106.00,0.00,76.00,0.52,1.71,0.30
40.00,0.00,10.00,0.44,1.57,0.26
70.00,0.00,40.00,0.38,1.60,0.25
44.00,0.00,14.00,0.56,1.68,0.25
71.00,0.00,41.00,0.63,1.68,0.23
58.00,0.00,28.00,0.31,1.63,0.28
63.00,0.00,33.00,0.32,1.60,0.29
14.20,0.00,0.00,1.47,1.73,0.27
44.00,0.00,14.00,0.47,1.75,0.28
83.00,0.00,53.00,0.58,1.66,0.22
30.00,0.00,0.00,0.82,1.79,0.47
40.60,1.00,11.00,0.69,1.80,0.24
71.00,0.00,41.00,0.36,1.59,0.26
81.00,0.00,51.00,0.48,1.65,0.27
106.00,0.00,76.00,0.34,1.55,0.26
63.00,0.00,33.00,0.31,1.62,0.28
59.00,0.00,29.00,0.64,1.59,0.22
29.10,1.00,0.00,0.82,1.61,0.17
6.00,0.00,0.00,0.82,1.57,0.17
72.00,0.00,42.00,0.37,1.65,0.29
40.30,1.00,28.00,0.32,1.64,0.28
60.00,0.00,30.00,0.58,1.58,0.22
9.50,0.00,0.00,0.43,1.55,0.26
0.90,0.00,0.00,0.59,1.53,0.19
4.60,1.00,0.00,1.06,1.75,0.21
69.00,0.00,39.00,0.62,1.60,0.28
44.00,0.00,14.00,0.33,1.60,0.32
93.00,0.00,63.00,0.35,1.66,0.31
30.00,0.00,0.00,0.81,1.66,0.25
30.00,0.00,0.00,0.50,1.56,0.25
49.00,0.00,19.00,0.78,1.74,0.25
8.90,0.00,0.00,0.86,1.58,0.16
18.40,0.00,0.00,0.57,1.71,0.24
71.00,0.00,41.00,0.39,1.60,0.26
47.00,0.00,17.00,0.66,1.56,0.21
30.00,0.00,0.00,0.52,1.56,0.19
34.00,0.00,4.00,0.59,1.51,0.16
89.00,0.00,59.00,0.41,1.85,0.40
74.00,0.00,44.00,0.53,1.79,0.28
24.40,1.00,13.00,0.68,1.74,0.41
30.00,0.00,0.00,0.61,1.61,0.24
47.00,0.00,17.00,0.62,1.56,0.22
55.00,0.00,25.00,0.58,1.67,0.27
70.00,0.00,40.00,0.51,1.69,0.24
87.00,0.00,57.00,0.47,1.73,0.26
107.00,0.00,77.00,0.38,1.61,0.25
80.60,1.00,71.00,0.37,1.55,0.25
91.40,1.00,67.00,0.58,1.53,0.19
53.10,1.00,41.00,0.89,1.67,0.26
29.80,1.00,21.00,0.82,1.60,0.16
67.00,0.00,37.00,0.56,1.74,0.25
4.60,0.00,0.00,0.59,1.54,0.20
3.30,0.00,0.00,0.99,1.77,0.24
60.00,0.00,30.00,0.43,1.66,0.24
61.00,0.00,31.00,0.35,1.60,0.25
44.00,0.00,14.00,0.61,1.64,0.27
24.20,0.00,0.00,0.87,1.57,0.16
90.00,0.00,60.00,0.58,1.69,0.27
13.00,0.00,0.00,0.89,1.72,0.20
30.00,0.00,0.00,0.88,1.82,0.50
66.00,0.00,36.00,0.46,1.68,0.26
54.00,0.00,24.00,0.41,1.84,0.39
47.00,0.00,17.00,0.62,1.59,0.22
30.00,0.00,0.00,0.35,1.61,0.31
88.00,0.00,58.00,0.55,1.81,0.27
92.00,0.00,62.00,0.40,1.69,0.28
68.50,1.00,42.00,0.83,1.80,0.40
19.60,0.00,0.00,0.59,1.78,0.36
22.30,0.00,0.00,0.58,1.53,0.19
50.00,0.00,20.00,0.54,1.56,0.20
74.00,0.00,44.00,0.34,1.63,0.28
47.00,0.00,17.00,0.66,1.56,0.21
48.30,1.00,30.00,0.71,1.55,0.15
30.00,0.00,0.00,0.86,1.70,0.23
63.00,0.00,33.00,0.58,1.66,0.24
104.00,0.00,74.00,0.31,1.58,0.29
30.00,0.00,0.00,0.77,1.63,0.25
20.40,0.00,0.00,0.47,1.64,0.26
63.00,0.00,33.00,0.32,1.65,0.28
53.40,1.00,33.00,0.73,1.54,0.20
49.30,1.00,28.00,0.34,1.56,0.27
72.00,0.00,42.00,0.56,1.72,0.24
30.00,0.00,0.00,0.48,1.60,0.27
74.00,0.00,44.00,0.39,1.77,0.37
63.00,0.00,33.00,0.57,1.54,0.20
43.40,1.00,38.00,0.84,1.69,0.25
30.00,0.00,0.00,1.04,1.77,0.32
72.00,0.00,42.00,0.38,1.68,0.28
30.00,0.00,0.00,0.50,1.66,0.28
67.00,0.00,37.00,0.57,1.78,0.25
30.00,0.00,0.00,0.35,1.62,0.30
59.00,0.00,29.00,0.40,1.68,0.27
59.00,0.00,29.00,0.47,1.66,0.24
101.00,0.00,71.00,0.55,1.67,0.28
48.00,0.00,18.00,0.47,1.62,0.23
98.00,0.00,68.00,0.37,1.64,0.27
86.00,0.00,56.00,0.50,1.64,0.22
71.00,0.00,41.00,0.37,1.59,0.26
66.00,1.00,60.00,0.58,1.70,0.27
30.00,0.00,0.00,0.83,1.65,0.18
18.10,0.00,0.00,0.64,1.79,0.37
90.00,0.00,60.00,0.39,1.57,0.23
44.00,0.00,14.00,0.39,1.50,0.26
29.90,0.00,0.00,0.38,1.68,0.29
72.00,1.00,53.00,0.56,1.66,0.22
48.00,0.00,18.00,0.61,1.59,0.27
53.00,0.00,23.00,0.43,1.78,0.37
4.90,0.00,0.00,0.35,1.65,0.28
66.30,1.00,66.00,0.52,1.64,0.22
33.90,1.00,27.00,0.76,1.66,0.28
1.50,0.00,0.00,0.49,1.71,0.30
30.00,0.00,0.00,0.47,1.74,0.28
106.00,0.00,76.00,0.53,1.70,0.29
16.00,0.00,0.00,0.62,1.59,0.27
63.00,0.00,33.00,0.32,1.64,0.28
35.40,1.00,13.00,0.66,1.58,0.22
73.60,1.00,61.00,0.35,1.64,0.30
27.90,1.00,0.00,0.37,1.54,0.28
16.90,1.00,2.00,1.15,1.65,0.20
12.80,0.00,0.00,0.72,1.61,0.27
53.00,0.00,23.00,0.31,1.55,0.30
59.00,0.00,29.00,0.41,1.68,0.26
42.00,0.00,12.00,0.35,1.61,0.26
78.00,0.00,48.00,0.44,1.70,0.27
30.00,0.00,0.00,0.47,1.55,0.25
44.00,0.00,14.00,0.71,2.06,0.26
32.60,1.00,30.00,0.53,1.71,0.24
85.00,0.00,55.00,0.35,1.55,0.27
51.00,0.00,21.00,0.67,1.53,0.15
10.30,0.00,0.00,1.06,1.79,0.28
59.00,0.00,29.00,0.47,1.64,0.24
59.00,0.00,29.00,0.47,1.64,0.24
37.70,1.00,10.00,0.88,1.58,0.16
101.00,0.00,71.00,0.38,1.57,0.25
44.00,0.00,14.00,0.49,1.61,0.21
73.00,0.00,43.00,0.45,1.74,0.28
30.00,0.00,0.00,0.57,1.50,0.16
5.50,0.00,0.00,0.52,1.70,0.30
52.00,0.00,22.00,0.36,1.62,0.26
70.00,0.00,40.00,0.40,1.60,0.24
91.00,0.00,61.00,0.38,1.67,0.28
82.00,0.00,52.00,0.50,1.63,0.26
30.00,0.00,0.00,1.00,1.75,0.25
3.30,0.00,0.00,0.39,1.66,0.27
26.30,0.00,0.00,0.38,1.58,0.28
30.00,0.00,0.00,0.82,1.60,0.17
30.00,0.00,0.00,0.60,1.62,0.25
23.40,1.00,0.00,0.55,1.58,0.19
28.30,0.00,0.00,0.51,1.58,0.20
66.00,0.00,36.00,0.43,1.70,0.32
30.00,0.00,0.00,0.59,1.75,0.33
27.60,1.00,0.00,1.22,1.79,0.30
60.00,0.00,30.00,0.33,1.64,0.29
30.00,0.00,0.00,0.45,1.62,0.25
44.00,0.00,14.00,0.46,1.61,0.23
16.40,1.00,0.00,0.82,1.77,0.38
49.00,0.00,19.00,0.38,1.82,0.37
61.00,0.00,31.00,0.34,1.60,0.27
30.00,0.00,0.00,0.33,1.60,0.31
51.00,0.00,21.00,0.68,1.53,0.15
48.50,1.00,37.00,0.61,1.69,0.23
40.00,0.00,10.00,0.84,1.57,0.16
50.00,0.00,20.00,0.53,1.72,0.24
5.30,0.00,0.00,0.59,1.50,0.17
45.00,0.00,15.00,0.43,1.67,0.25
50.00,0.00,20.00,0.69,1.50,0.17
60.00,0.00,30.00,0.32,1.68,0.28
30.00,0.00,0.00,0.56,1.73,0.32
